id;hoehe;breite;laenge;ort
517;6093;62;53.2139;10.4704;Wendisch Evern
518;6105;14;54.3194;9.8051;Ostenfeld (Rendsburg)
519;6109;50;53.3837;14.3728;Grambow-Schwennenz
520;6110;11;53.8542;13.4949;Medow-Wussentin
521;6129;290;51.0594;14.4262;Sohland/Spree
522;6157;8;53.641;8.0808;Wangerland-Hooksiel
523;6158;455;49.2247;10.6084;Weidenbach-Weiherschneidbach
524;6159;8;52.9542;7.3196;Dörpen
525;6163;26.3;54.1654;10.3519;Dörnick
526;6170;40;52.0192;14.7254;Coschen
527;6182;404;48.7757;12.1743;Mallersdorf-Pfaffenberg
528;6186;268;50.1989;7.8651;Nastätten
529;6197;258;51.8664;9.2709;Lügde-Paenbruch
530;6199;16;54.2484;13.0418;Steinhagen-Negast
531;6217;190;49.2406;6.9351;Saarbrücken-Burbach
532;6258;459;47.6845;9.4409;Friedrichshafen-Unterraderach
533;6259;523;49.021;9.6032;Großerlach-Mannenweiler
534;6260;385;49.3328;9.704;Ingelfingen-Stachenhausen
535;6262;413;48.7695;9.8737;Schwäbisch Gmünd-Weiler
536;6263;445;47.7738;8.8219;Singen
537;6264;457;51.414;8.65;Brilon-Thülen
538;6265;36;52.3613;12.3867;Wusterwitz
539;6266;112;52.0305;10.9625;Pabstorf
540;6272;283;50.8426;10.2518;Moorgrund Gräfen-Nitzendorf
541;6273;36;52.5075;11.8551;Demker
542;6275;325;48.6705;9.4627;Notzingen
543;6304;550;49.3533;11.5053;Pilsach-Litzlohe
544;6305;190;51.2061;10.4978;Mühlhausen/Thüringen-Görmar
545;6310;1;54.1049;13.8239;Karlshagen
546;6312;362;49.5314;10.6418;Markt Erlbach-Mosbach
547;6314;308;51.0507;13.3003;Nossen
548;6336;285;50.0133;9.6539;Lohr/Main-Halsbach
549;6337;58.9;51.7663;7.5193;Lüdinghausen-Brochtrup
550;6344;168;50.394;8.1423;Runkel-Ennerich
551;6346;530;48.207;11.2035;Maisach-Galgen
552;6347;304;50.0579;10.2972;Schonungen-Mainberg
553;7075;425;48.7021;11.8494;Elsendorf-Horneck
554;7099;187;52.0111;10.3966;Liebenburg-Othfresen
555;7105;721;47.835;12.6548;Siegsdorf-Höll
556;7106;105;52.0714;8.4565;Bielefeld-Deppendorf
557;7135;565;47.9655;9.6804;Aulendorf-Haslach
558;7187;193;49.7636;9.4063;Freudenberg/Main-Boxtal
559;7298;5;54.5268;9.0425;Hattstedt
560;7319;434;48.7351;10.7415;Donauwörth-Osterweiler
561;7321;160;51.1509;11.3319;Olbersleben
562;7329;465;50.5457;12.2852;Treuen
563;7330;159;51.4634;7.978;Arnsberg-Neheim
564;7331;468;48.6099;10.2674;Hermaringen-Allewind
565;7341;118.5;50.09;8.7862;Offenbach-Wetterpark
566;7343;688;50.6199;13.4816;Deutschneudorf-Brüderwiese
567;7350;588;49.1088;12.8231;Prackenbach-Neuhäusl
568;7351;115.2;53.3175;13.4175;Feldberg/Mecklenburg
569;7364;74;51.682;12.3042;Jeßnitz
570;7367;143.9;51.9644;9.8072;Alfeld
571;7368;312.4;51.0007;10.3621;Eisenach
572;7369;475.1;49.1623;10.3662;Feuchtwangen-Heilbronn
573;7370;498.8;49.3909;12.6838;Waldmünchen
574;7373;3;53.5984;6.7024;Borkum-Flugplatz
575;7374;45.5;52.0814;6.941;Ahaus
576;7389;82;52.7461;13.8427;Heckelberg
577;7393;115.9;51.4493;14.2533;Hoyerswerda
578;7394;622.3;50.0315;11.9745;Wunsiedel-Schönbrunn
579;7395;350.4;48.6596;12.5388;Gottfrieding
580;7396;743.3;50.5084;9.2247;Hoherodskopf/Vogelsberg
581;7403;671.7;47.7955;10.0324;Leutkirch-Herlazhofen
582;7410;350.3;50.7513;9.0224;Neu-Ulrichstein
583;7412;339.5;50.0083;9.4239;Neuhütten/Spessart
584;7419;390;50.661;12.0757;Langenwetzendorf-Göttendorf
585;7420;246;51.1044;11.7112;Naumburg/Saale-Kreipitzsch
586;7424;458;47.7724;12.9073;Piding
587;7427;16.5;54.0188;9.9255;Padenstedt (Pony-Park)
588;7428;397;50.4167;10.8156;Veilsdorf
589;7431;604;48.013;11.5524;Oberhaching-Laufzorn
590;7432;71.5;52.6423;10.6627;Wittingen-Vorhop
591;13670;25;51.5088;6.7018;Duisburg-Baerl
592;13674;236.6;49.2942;8.9054;Waibstadt
593;13675;77;52.0818;9.4077;Hameln-Hastenbeck
594;13696;68;51.5966;7.4049;Waltrop-Abdinghof
595;13700;205;51.3329;7.3411;Gevelsberg-Oberbröking
596;13710;490;48.5734;12.2574;Landshut-Reithof
597;13711;280;50.6819;11.515;Krölpa-Rockendorf
598;13713;380;51.0899;7.629;Meinerzhagen-Redlendorf
599;13776;85;52.1789;9.9524;Hildesheim-Drispenstedt
600;13777;110;52.2467;10.9592;Helmstedt-Emmerstedt
601;14311;530;50.1505;6.5526;Hersdorf-Weißenseifen
602;15000;231;50.7983;6.0244;Aachen-Orsbach
603;15207;317;51.2835;9.359;Schauenburg-Elgershausen
604;15444;592.6;48.4418;9.9216;Ulm-Mähringen
