id,datum_anfang,datum_ende,luft_max,luft,luft_min,windstaerke,sonnenschein,niederschlag,max_max_luft,min_min_luft,max_windspitze,max_niederschlag
3904,2015-08-01,2015-08-31,27.5,20.3,12.5,-999,220.9,49.4,36.7,4.7,-999,17.4
4377,2015-06-01,2015-06-30,20.7,15.8,11.6,-999,-999,44.6,29,7.3,-999,20.4
4377,2015-07-01,2015-07-31,24.8,19.5,14.7,-999,-999,46,35.4,6.7,-999,7.2
4377,2015-08-01,2015-08-31,26.1,20.5,15.7,-999,-999,71.7,35.9,10.7,-999,21.8
1803,2015-06-01,2015-06-30,19,14.3,8.4,2.73,-999,66.2,28.5,3.8,17.9,17.8
1803,2015-07-01,2015-07-31,22.2,17.1,10.9,2.81,-999,63.1,33,5,22.6,16.8
1803,2015-08-01,2015-08-31,24.9,18.9,12.7,2.35,-999,60.3,31.8,4.7,17,18.9
5046,2015-06-01,2015-06-30,21,15.3,9.4,-999,-999,93.3,31,3.8,-999,33.9
5046,2015-07-01,2015-07-31,25.9,19.1,11.5,-999,-999,36.2,35,4.7,-999,8.4
5046,2015-08-01,2015-08-31,27.4,20,12.5,-999,-999,58,36.3,5.8,-999,14.7
4323,2015-06-01,2015-06-30,21.7,16.2,11.1,-999,-999,54.7,31.9,6.3,-999,12.6
4323,2015-07-01,2015-07-31,27.1,20.7,14.9,-999,-999,22.9,36.8,6.6,-999,6.6
4323,2015-08-01,2015-08-31,26.3,20.2,15,-999,-999,52.7,37.9,9.5,-999,11.2
1451,2015-06-01,2015-06-30,19.3,14.5,9.4,-999,-999,49.5,28.2,5.9,-999,10.4
1451,2015-07-01,2015-07-31,22.2,17.4,12.8,-999,-999,138,33.9,8.4,-999,23.8
1451,2015-08-01,2015-08-31,23.9,18.7,14,-999,-999,102,30.8,7.5,-999,29.8
5779,2015-06-01,2015-06-30,15.9,12,8.2,3.13,163.7,76.1,25.5,3.8,15.9,22.8
5779,2015-07-01,2015-07-31,20.6,16.3,11.9,3.1,262.2,77.8,28.5,5.5,19.3,20.3
5779,2015-08-01,2015-08-31,22.4,18.3,13.9,3,273.3,93.7,30.6,8.4,16.8,52.9
44,2015-06-01,2015-06-30,20.3,14.7,8,-999,203.6,25.9,30,3,-999,10.6
44,2015-07-01,2015-07-31,23.1,17.7,12.3,-999,201.3,112.6,35.8,7.8,-999,20.1
44,2015-08-01,2015-08-31,24.5,18.6,13,-999,214.5,64.6,32.9,7.1,-999,12.2
3836,2015-06-01,2015-06-30,22.7,16.2,9.2,-999,-999,31.9,30.9,3.4,-999,10.3
3836,2015-07-01,2015-07-31,27.4,20,12.2,-999,-999,41.2,38.1,3.6,-999,8.8
3836,2015-08-01,2015-08-31,28,20.4,12.7,-999,-999,47.4,38.2,7.3,-999,18.7
2712,2015-06-01,2015-06-30,24.7,18.9,13.8,1.87,227,126.9,32.8,9,15.9,62.9
2712,2015-07-01,2015-07-31,29.2,22.9,17.2,2.03,297.5,26.4,36.4,10,17.2,7.1
2712,2015-08-01,2015-08-31,27.7,21.3,16.1,1.71,262.8,56.4,35.8,11.7,18.2,20
1869,2015-06-01,2015-06-30,20.5,15,9.1,2.47,207.9,30.6,29.1,4.6,16,13.5
1869,2015-07-01,2015-07-31,24.6,18.5,12.4,2.87,234.9,59.9,35.2,5.8,18.3,25.6
1869,2015-08-01,2015-08-31,28.2,21,14,2.68,290.9,28.4,37,6.9,15.4,9.9
2907,2015-06-01,2015-06-30,17.3,13.2,8.3,3,200.9,53.7,25.2,3.4,20.6,11.9
2907,2015-07-01,2015-07-31,20.5,16.2,11.1,3.19,211.6,123,29.3,5.9,20.7,30.9
2907,2015-08-01,2015-08-31,22.2,17.6,12.7,2.71,203.7,66.9,28.4,5.6,16.7,21.9
4039,2015-06-01,2015-06-30,19.8,14.4,7.3,2.4,211.2,38.3,28,1.2,16,9.4
4039,2015-07-01,2015-07-31,22.6,17.3,11.2,2.42,207.1,144,35.3,4.8,19.4,27.5
4039,2015-08-01,2015-08-31,23.9,18.3,11.9,2.03,221.4,67.2,31.4,4,14.1,16.9
4896,2015-06-01,2015-06-30,18.5,13.4,8,-999,-999,37.2,24.7,3.7,-999,6.4
4896,2015-07-01,2015-07-31,21.3,16.2,11.2,-999,-999,157.6,29.3,7,-999,41.3
4896,2015-08-01,2015-08-31,22.6,17.7,13.2,-999,-999,84.3,27.8,6.5,-999,18.2
3667,2015-06-01,2015-06-30,22.9,16.4,9.9,-999,-999,76,32.8,4.6,-999,13.9
3667,2015-07-01,2015-07-31,27.7,20.4,12.2,-999,-999,26,36.9,2.6,-999,5.4
3667,2015-08-01,2015-08-31,28.7,20.5,12.2,-999,-999,41.4,37.7,5.3,-999,14.1
1224,2015-06-01,2015-06-30,24.3,18.4,12,-999,-999,77.7,33.6,6.7,-999,36.3
1224,2015-07-01,2015-07-31,29.6,22.1,13.9,-999,-999,21,37.7,5.7,-999,6.9
1224,2015-08-01,2015-08-31,28.5,20.9,13.7,-999,-999,46.7,38.5,8.3,-999,13.9
4642,2015-06-01,2015-06-30,22.2,16.1,9.4,2.47,209.1,19.4,30.9,4.5,15.9,6.8
4642,2015-07-01,2015-07-31,25.3,19.1,12.6,2.65,229.9,78.3,38.8,6.5,24.8,21.3
4642,2015-08-01,2015-08-31,26.6,20.1,13.5,2.23,262.2,85.1,34.5,5.5,19.4,21
2306,2015-06-01,2015-06-30,18.7,14.2,9.3,-999,-999,17.3,27.3,4.8,-999,5.8
2306,2015-07-01,2015-07-31,21.6,16.9,12.2,-999,-999,69.6,28,7.6,-999,12.3
2306,2015-08-01,2015-08-31,22.9,18.2,13.6,-999,-999,72.9,32.6,7.3,-999,28.7
91,2015-06-01,2015-06-30,21.2,15.4,8.7,-999,-999,45.3,30.1,2.8,-999,15.8
91,2015-07-01,2015-07-31,26,19.4,12.7,-999,-999,53,36.6,3.9,-999,14.9
91,2015-08-01,2015-08-31,26.4,19.5,13.2,-999,-999,81.3,36,8.6,-999,40.1
769,2015-06-01,2015-06-30,-999,15.9,-999,2.43,180.5,41.8,-999,-999,-999,22.7
769,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.9
769,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,-999,-999,-999,-999,57.4
850,2015-06-01,2015-06-30,-999,15.7,-999,-999,-999,-999,-999,-999,-999,14.1
850,2015-07-01,2015-07-31,-999,-999,-999,2.74,-999,105.1,-999,-999,-999,31.6
850,2015-08-01,2015-08-31,-999,-999,-999,2.13,-999,84.2,-999,-999,-999,24.1
4411,2015-06-01,2015-06-30,23.8,17.6,10.7,-999,214,45.8,33.5,4.2,-999,15.7
4411,2015-07-01,2015-07-31,28.5,21.6,14.4,-999,265.1,27.7,38,5.5,-999,9.7
4411,2015-08-01,2015-08-31,28.3,21.2,14.2,-999,245,50.8,39,8.3,-999,10.3
3031,2015-06-01,2015-06-30,21.4,15.9,8.9,-999,209.9,31.8,32.6,3,-999,8.6
3031,2015-07-01,2015-07-31,24.8,19.1,13.3,-999,220.3,96.3,36.9,5.8,-999,19
3031,2015-08-01,2015-08-31,25.6,19.7,13.7,-999,244,118.1,33.9,7.5,-999,36
4706,2015-06-01,2015-06-30,23.5,17.8,12.1,-999,220.6,94.4,32.1,6.6,-999,32.5
4706,2015-07-01,2015-07-31,28.2,21.4,14.4,-999,291.5,43.7,34.9,8.5,-999,9.8
4706,2015-08-01,2015-08-31,29,21.1,13.8,-999,280.5,27.4,36,7.1,-999,8.1
5280,2015-06-01,2015-06-30,19.7,14.5,8.4,-999,-999,23.5,27.9,3.3,-999,5.7
5280,2015-07-01,2015-07-31,22.7,17.3,11.7,-999,-999,93.4,33,6.6,-999,17.7
5280,2015-08-01,2015-08-31,23.9,18.5,13.1,-999,-999,67.7,31.5,5.5,-999,17.5
5676,2015-06-01,2015-06-30,21.7,15.8,9.1,-999,-999,25.4,30.2,3.4,-999,7.6
5676,2015-07-01,2015-07-31,25.3,19.2,13.2,-999,-999,83.5,37.9,7.3,-999,22.6
5676,2015-08-01,2015-08-31,26.5,20.3,14.1,-999,-999,119.1,34.5,6.9,-999,53.7
2362,2015-06-01,2015-06-30,20.4,15.3,10.1,-999,-999,148.2,31,4.9,-999,43.9
2362,2015-07-01,2015-07-31,24.2,18.8,13.8,-999,-999,62.4,34.3,6,-999,13.3
2362,2015-08-01,2015-08-31,24,18.8,13.7,-999,-999,85.8,32.2,8.4,-999,23.2
1832,2015-06-01,2015-06-30,14.5,10.6,7.3,3.5,153.5,100.7,23.9,1.1,26.3,35.1
1832,2015-07-01,2015-07-31,18.7,14.5,10.8,3.58,219,68,26.4,3.3,30.1,12.8
1832,2015-08-01,2015-08-31,20.3,16,12.3,3.1,256.3,44.6,27.2,6.1,24.3,11.5
3821,2015-06-01,2015-06-30,21.3,15.9,10.7,-999,213.2,50.2,30.3,5.3,15.1,8
3821,2015-07-01,2015-07-31,26.4,20.2,14.3,2.26,271.7,77.2,37.1,6.9,18.2,18.1
3821,2015-08-01,2015-08-31,27.2,21,15,2.32,262.3,64,35.5,9.7,17.6,19.5
3158,2015-06-01,2015-06-30,22.5,16.3,9.1,2.07,214.8,43.5,33.2,3.3,14.6,15.7
3158,2015-07-01,2015-07-31,26.2,19.6,12.7,2.45,238,63.3,36.2,5.3,18.4,23.9
3158,2015-08-01,2015-08-31,30.1,22.2,14.4,2.19,288.5,24.1,37.4,4.9,16.2,5.8
4354,2015-06-01,2015-06-30,22.2,16.8,11.1,-999,208.9,89.6,30,6.3,-999,28.7
4354,2015-07-01,2015-07-31,26.9,20.3,13.4,-999,287.5,37.4,35.4,5.4,-999,5.6
4354,2015-08-01,2015-08-31,28.2,20.9,13.7,-999,277,25.1,35.3,7.2,-999,6.6
4480,2015-06-01,2015-06-30,23.1,16.7,9.9,-999,-999,42.4,31.9,3.6,-999,20.4
4480,2015-07-01,2015-07-31,27.5,20.5,13.3,-999,-999,54.8,38.3,4.3,-999,12.9
4480,2015-08-01,2015-08-31,28,20.4,13.5,-999,-999,66.3,38.2,8.3,-999,25.9
5275,2015-06-01,2015-06-30,24.7,19,13.1,-999,-999,73.2,34.3,9.1,-999,21.3
5275,2015-07-01,2015-07-31,29.6,23.3,16.7,-999,-999,18.8,38.5,8.8,-999,6.9
5275,2015-08-01,2015-08-31,28.8,22,16.1,-999,-999,46.1,39.5,10.1,-999,12.1
1424,2015-06-01,2015-06-30,23.8,18.5,13.3,-999,-999,55.5,33.9,9.3,-999,18.3
1424,2015-07-01,2015-07-31,28.9,22.8,17.1,-999,-999,24.9,39,10.2,-999,9.2
1424,2015-08-01,2015-08-31,28.6,22.2,16.6,-999,-999,53.7,39.6,11.9,-999,11.5
4978,2015-06-01,2015-06-30,21.1,15.6,9.4,-999,-999,50.8,30.6,2.8,-999,18.3
4978,2015-07-01,2015-07-31,25.4,19.3,13.3,-999,-999,67.5,36.7,5,-999,10.2
4978,2015-08-01,2015-08-31,26.4,19.8,13.6,-999,-999,66.3,35.3,7.5,-999,21.3
191,2015-06-01,2015-06-30,23.2,16.8,9.9,-999,-999,34.4,32.6,4.2,-999,11.5
191,2015-07-01,2015-07-31,28.3,20.9,13,-999,-999,31.3,38.4,5.1,-999,9.8
191,2015-08-01,2015-08-31,28.4,20.8,13.6,-999,-999,64.7,38.8,8.9,-999,16.8
2564,2015-06-01,2015-06-30,18.8,14.1,8.7,2.5,225.4,33.6,25.5,4,17.1,14.4
2564,2015-07-01,2015-07-31,21.8,17.1,12.5,2.77,225.5,124.7,29.4,7,20.4,22.5
2564,2015-08-01,2015-08-31,23.2,18.5,13.4,2.26,243.8,49.5,30.4,6.4,17.4,11.5
5546,2015-06-01,2015-06-30,21.5,16,10.7,2.57,203.1,39.4,30.1,6.1,17.8,15.8
5546,2015-07-01,2015-07-31,24.7,19.1,13.9,2.74,241.7,103.7,37.3,8.3,24.6,21.9
5546,2015-08-01,2015-08-31,26.8,20.6,15.1,2.42,274.4,122.1,34.6,8.5,15.9,42.3
71,2015-06-01,2015-06-30,20.9,15.8,10.5,-999,182.1,57.6,29.1,5.4,-999,14.6
71,2015-07-01,2015-07-31,26.1,20,13.7,-999,273,64.3,33.9,6,-999,28.3
71,2015-08-01,2015-08-31,25,18.7,13.2,-999,234.8,76.2,32.8,7.7,-999,34.9
390,2015-06-01,2015-06-30,18.6,13.5,8.1,-999,-999,50.5,28.2,3.7,-999,11.7
390,2015-07-01,2015-07-31,22,16.8,12.1,-999,-999,102.9,33.5,5.1,-999,18.5
390,2015-08-01,2015-08-31,22.4,17.3,12.2,-999,-999,79.9,30.5,6.5,-999,28
3284,2015-06-01,2015-06-30,23.8,17.5,11.1,-999,-999,63.7,33.6,6,-999,22.1
3284,2015-07-01,2015-07-31,28.8,21.5,14.4,-999,-999,30.3,38.3,6.5,-999,8
3284,2015-08-01,2015-08-31,28.5,21,14.4,-999,-999,41.7,39.4,8.6,-999,10.6
5541,2015-06-01,2015-06-30,22.5,16.6,10.9,-999,-999,43.6,31.4,5.5,-999,13.1
5541,2015-07-01,2015-07-31,27.3,20.7,14.3,-999,-999,29.6,36.7,6.4,-999,10.5
5541,2015-08-01,2015-08-31,26.9,20.5,14.5,-999,-999,34,38.3,9,-999,6.9
3287,2015-06-01,2015-06-30,20.9,16.2,11.5,2.6,206.9,60.5,29.6,6.9,14.4,14.7
3287,2015-07-01,2015-07-31,25.5,20.3,15,2.58,272.7,40.3,35.2,7.6,18.2,18
3287,2015-08-01,2015-08-31,25.9,20.1,14.9,2.35,238.5,45.9,36.5,9.7,15.9,9.9
1214,2015-06-01,2015-06-30,22.8,17.1,11.4,-999,198.1,105.7,32.4,6.3,-999,34.8
1214,2015-07-01,2015-07-31,28.2,21.3,14,-999,267,38.2,35.6,6.4,-999,13.4
1214,2015-08-01,2015-08-31,27.3,20.2,13.8,-999,222.8,58.6,37,8,-999,16.6
4349,2015-06-01,2015-06-30,23.5,18,12.4,-999,-999,61.5,32.7,7.7,-999,21.1
4349,2015-07-01,2015-07-31,28.8,22.1,14.4,-999,-999,19.4,38,6.3,-999,5.8
4349,2015-08-01,2015-08-31,28.4,21,14.3,-999,-999,83.9,38.7,8.3,-999,35.8
5158,2015-06-01,2015-06-30,20.7,15.2,9.3,2.7,213.9,33.4,28.7,4.5,16.8,12.8
5158,2015-07-01,2015-07-31,25.1,18.9,13.3,-999,234.1,74.2,37,7.6,26.2,21.4
5158,2015-08-01,2015-08-31,26.5,20.4,14.4,2.45,266.6,94,34.2,7.4,18.1,41.1
4704,2015-06-01,2015-06-30,23.2,17.8,12.4,-999,206.9,108.1,30.2,7.4,-999,21.2
4704,2015-07-01,2015-07-31,27.6,21.6,15.3,-999,251.7,77.2,34.7,9.3,-999,22.5
4704,2015-08-01,2015-08-31,26.5,20,14.2,-999,235.6,-999,34.4,9.1,-999,25.2
1766,2015-06-01,2015-06-30,21.2,16,9.7,2.4,214.7,29.3,32.7,3.9,17.3,7.2
1766,2015-07-01,2015-07-31,24.7,19.3,13.4,2.68,215,69.3,37.3,5.8,26.2,23.5
1766,2015-08-01,2015-08-31,24.7,19.3,13.7,2.03,222.2,199.1,33.2,8.2,18.5,43.4
3348,2015-06-01,2015-06-30,20.5,14.9,9,-999,-999,31.7,31,4.3,-999,13
3348,2015-07-01,2015-07-31,24.1,18.1,12.4,-999,-999,108.3,35.6,5.1,-999,23.3
3348,2015-08-01,2015-08-31,25.6,19.1,13,-999,-999,64.1,33.4,6.5,-999,14.9
757,2015-06-01,2015-06-30,22.6,17.2,12,-999,196.3,94.4,31.5,6.7,-999,49
757,2015-07-01,2015-07-31,27.8,21.4,15,-999,278.1,48.5,35.8,7.7,-999,32.4
757,2015-08-01,2015-08-31,26.6,20.2,14.6,-999,237.3,35,36.9,8.7,-999,9.1
4857,2015-06-01,2015-06-30,20.4,14.9,8.6,-999,-999,31.3,29.6,2.5,-999,7.1
4857,2015-07-01,2015-07-31,23.2,17.7,12.1,-999,-999,108.6,34.1,5.9,-999,12.1
4857,2015-08-01,2015-08-31,24.3,18.8,13.4,-999,-999,142.2,31.3,5.2,-999,30.6
896,2015-06-01,2015-06-30,22.9,16.5,9.7,-999,-999,33.5,33.1,4.7,-999,9.8
896,2015-07-01,2015-07-31,27.2,20.2,13.5,-999,-999,105.2,37.8,7.3,-999,36.1
896,2015-08-01,2015-08-31,27.7,20.7,14,-999,-999,42.3,35.4,7.8,-999,16.6
1721,2015-06-01,2015-06-30,21.1,16.1,11.4,-999,-999,74.2,31.6,7.8,-999,13.9
1721,2015-07-01,2015-07-31,26.3,20.4,14.6,-999,-999,29.3,35.4,6.7,-999,11.6
1721,2015-08-01,2015-08-31,27.1,20.9,15.1,-999,-999,59.7,36.3,10.3,-999,26.3
2618,2015-06-01,2015-06-30,17.4,12.8,8.3,-999,-999,79.9,26.5,3.2,-999,27.8
2618,2015-07-01,2015-07-31,21.7,16.6,12.2,-999,-999,134.9,32.3,4.9,-999,29.5
2618,2015-08-01,2015-08-31,22.4,17.7,13.4,-999,-999,73,30.8,8,-999,34.1
3204,2015-06-01,2015-06-30,21.3,15.7,9.4,-999,174.5,36.7,30.5,3.4,-999,9.4
3204,2015-07-01,2015-07-31,26,19.7,12.9,-999,253.6,69.6,37.1,4.6,-999,40.1
3204,2015-08-01,2015-08-31,26.4,19.7,13.2,-999,235.8,53.1,35.8,7.3,-999,27.2
3289,2015-06-01,2015-06-30,21,15.6,10.2,-999,-999,64,31.4,4,-999,14.3
3289,2015-07-01,2015-07-31,26,19.9,13.8,-999,-999,76.7,35.2,6.8,-999,20.2
3289,2015-08-01,2015-08-31,26.6,20.5,14.4,-999,-999,152,36.8,8.5,-999,69.6
4605,2015-06-01,2015-06-30,21.9,15.6,9.7,-999,-999,50.9,31.7,3.7,-999,12.2
4605,2015-07-01,2015-07-31,26.6,19.4,12.8,-999,-999,76.8,36.8,5,-999,19.9
4605,2015-08-01,2015-08-31,27.4,19.7,13.1,-999,-999,34.3,37.4,6.8,-999,12.7
3485,2015-06-01,2015-06-30,22.9,17,11.6,-999,-999,103.4,31.2,7.1,-999,25.8
3485,2015-07-01,2015-07-31,27.8,20.6,13.2,-999,-999,56.5,35.2,6.3,-999,38.5
3485,2015-08-01,2015-08-31,27.7,19.9,13,-999,-999,41.7,36.1,6.8,-999,23.6
2708,2015-06-01,2015-06-30,21.3,15.7,10.4,-999,173.5,161.8,28.5,6.6,-999,21.6
2708,2015-07-01,2015-07-31,26.3,19.6,13.1,-999,256.9,65.4,33.8,6.6,-999,18.6
2708,2015-08-01,2015-08-31,25.6,18.3,11.7,-999,255,127.9,33.4,7,-999,32.3
2174,2015-06-01,2015-06-30,20.5,15.1,8.7,-999,197,49.2,30.1,1.6,-999,21.7
2174,2015-07-01,2015-07-31,24.3,18.5,12.7,-999,217.6,125.2,36.2,5.1,-999,32.4
2174,2015-08-01,2015-08-31,26,19.9,13.4,-999,250.9,42.5,33.2,7,-999,15.6
3083,2015-06-01,2015-06-30,22.9,16.5,9.9,-999,216.7,40.5,33.1,3.7,-999,6.9
3083,2015-07-01,2015-07-31,26.7,20.1,13.4,-999,268.1,102.3,36.6,6.8,-999,20.8
3083,2015-08-01,2015-08-31,29.6,21.8,14,-999,291.3,21.7,37.9,5.5,-999,8.5
294,2015-06-01,2015-06-30,21.2,15.8,10.2,-999,-999,38.5,31.7,5.9,-999,16.1
294,2015-07-01,2015-07-31,24.1,18.8,13.9,-999,-999,103.4,36.5,8.7,-999,21.7
294,2015-08-01,2015-08-31,25.9,20,14.4,-999,-999,91.5,34,9,-999,23.9
1262,2015-06-01,2015-06-30,22.4,17.3,11.7,2.07,218.3,94.8,30.4,5.6,18.3,23.9
1262,2015-07-01,2015-07-31,27.8,21.2,13.3,2.1,292.3,22.2,35.1,6.3,18,6.8
1262,2015-08-01,2015-08-31,28.2,20.5,12.4,1.9,277.5,47.6,35.3,7,24,16.8
3540,2015-06-01,2015-06-30,21.3,16,9.8,-999,227.5,84.4,31.3,4.8,-999,21.4
3540,2015-07-01,2015-07-31,24.6,19.1,13.8,-999,214.1,96.5,35.6,4.9,-999,15
3540,2015-08-01,2015-08-31,24.6,19.2,13.8,-999,224.9,127.7,32.8,8.6,-999,25.8
1666,2015-06-01,2015-06-30,-999,13.6,-999,3.7,-999,50.6,-999,-999,-999,13.1
1666,2015-07-01,2015-07-31,-999,-999,-999,4,184.8,147.6,-999,-999,-999,32.6
1666,2015-08-01,2015-08-31,-999,-999,-999,3.13,-999,-999,-999,-999,-999,19.4
420,2015-06-01,2015-06-30,22,17,12,-999,-999,37.9,31,7,-999,10.3
420,2015-07-01,2015-07-31,25.4,20.1,15,-999,-999,63.2,36.7,9.2,-999,15.7
420,2015-08-01,2015-08-31,29.1,22.5,16.5,-999,-999,28.6,37.3,8.4,-999,9
1052,2015-06-01,2015-06-30,22.9,16.5,9.7,-999,-999,25.3,31.2,4.4,-999,7.4
1052,2015-07-01,2015-07-31,26.3,19.8,13.7,-999,-999,88.4,38.5,6.7,-999,23.5
1052,2015-08-01,2015-08-31,27.5,20.7,14.4,-999,-999,134.7,34.8,6.2,-999,43.3
2856,2015-06-01,2015-06-30,22.7,16.2,9.4,2,-999,41.3,31.9,3.7,14.7,20.5
2856,2015-07-01,2015-07-31,26.6,19.8,13,2.29,-999,78.1,37.7,6,22.9,14
2856,2015-08-01,2015-08-31,28.8,21.4,14.1,2.1,-999,62.6,38.6,6.5,14.2,30.5
3042,2015-06-01,2015-06-30,21.8,16,9.3,-999,-999,35.3,31.7,4.6,-999,16.9
3042,2015-07-01,2015-07-31,26.2,19.3,12.3,-999,-999,92.3,37.2,4,-999,23.9
3042,2015-08-01,2015-08-31,26.1,19.4,13.1,-999,-999,55.3,34.9,7.6,-999,18.6
3975,2015-06-01,2015-06-30,20.7,15.8,11.1,-999,186.6,63,30.3,7.7,-999,20
3975,2015-07-01,2015-07-31,25.8,20,14.3,-999,257,29.3,34.5,6.8,-999,6.3
3975,2015-08-01,2015-08-31,26.6,20.2,14.7,-999,237.8,73.2,36.1,9.6,-999,25.7
3857,2015-06-01,2015-06-30,20.9,15.5,9.9,-999,-999,151.7,29.1,5.4,-999,24.2
3857,2015-07-01,2015-07-31,25.5,19.3,12.7,-999,-999,74.6,33.9,5.5,-999,17.2
3857,2015-08-01,2015-08-31,24.9,18.1,11.6,-999,-999,109.6,32.8,6.2,-999,36.9
154,2015-06-01,2015-06-30,22.5,17.1,11.9,-999,201,89.8,30.3,6.6,-999,18.4
154,2015-07-01,2015-07-31,27.6,20.7,13.6,-999,291.5,54.2,34.4,7.6,-999,9.4
154,2015-08-01,2015-08-31,27.3,19.8,12.7,-999,278.1,74.6,34.4,6.8,-999,28.2
840,2015-06-01,2015-06-30,16.5,12.2,7.6,2.13,157.6,100.4,27,2.3,16.2,27
840,2015-07-01,2015-07-31,21.2,16.3,11.2,2.16,241.1,116.2,30.7,4.2,18.2,22.3
840,2015-08-01,2015-08-31,22.6,18,12.9,2.06,248.7,61.5,31.2,5.6,15,29.8
3098,2015-06-01,2015-06-30,19.6,14.6,8.9,2.17,191.1,50.3,29.8,4.8,15.3,13.2
3098,2015-07-01,2015-07-31,22.5,17.6,12.8,2.26,197.3,121.1,34.5,5.3,24.6,18.8
3098,2015-08-01,2015-08-31,23.5,18.1,12.9,1.97,227.6,133,31.2,6.8,15.3,26.8
3591,2015-06-01,2015-06-30,20.3,15.6,9.2,-999,-999,-999,31,4.6,-999,18.1
3591,2015-07-01,2015-07-31,24,18.8,13.8,-999,-999,71.5,36.1,4.9,-999,18.4
3591,2015-08-01,2015-08-31,23.6,18.5,13,-999,-999,72.4,32.3,7.4,-999,19.1
2985,2015-06-01,2015-06-30,20.8,15.6,10.4,2.27,199.1,68.6,31.5,6.5,14.4,19.5
2985,2015-07-01,2015-07-31,25.7,19.9,14,2.35,269.9,55.1,34.3,6,21.9,12.8
2985,2015-08-01,2015-08-31,27.9,21.6,15.2,-999,279.6,110.4,36.8,9.1,15.5,40.3
2641,2015-06-01,2015-06-30,22.7,16.7,10.4,-999,-999,55.2,32.1,4.6,-999,19.4
2641,2015-07-01,2015-07-31,26.8,20.3,13.5,-999,-999,112.6,37.8,7.1,-999,33.2
2641,2015-08-01,2015-08-31,28.4,21.2,14,-999,-999,83.5,37.9,6.8,-999,33.8
2951,2015-06-01,2015-06-30,22,16,9.3,-999,205.7,22.5,30.4,3.2,-999,6.4
2951,2015-07-01,2015-07-31,24.8,18.9,12.9,-999,227.5,78.4,38.7,6.3,-999,13.8
2951,2015-08-01,2015-08-31,26.1,19.9,13.7,-999,245.6,106.3,33.9,5.2,-999,25.9
4997,2015-06-01,2015-06-30,21.7,15.6,9.5,-999,-999,120,31.6,4.8,-999,49.4
4997,2015-07-01,2015-07-31,26.5,19.8,12.8,-999,-999,61.8,35.6,5.9,-999,23.3
4997,2015-08-01,2015-08-31,27.6,20.4,13.2,-999,-999,66.9,37.4,7,-999,16.8
1863,2015-06-01,2015-06-30,22.6,16.7,11,-999,-999,82.8,32.3,6.5,-999,24.8
1863,2015-07-01,2015-07-31,27,20.7,14.7,-999,-999,34.1,37.4,5.9,-999,8.2
1863,2015-08-01,2015-08-31,27.3,20.9,15.3,-999,-999,64.8,38,9.7,-999,27
3660,2015-06-01,2015-06-30,19.8,14.8,9.2,2.47,223,58.2,30.5,4.8,17,20.2
3660,2015-07-01,2015-07-31,24.2,18.4,13.1,2.35,226.7,53.7,34.9,5,18.7,19.7
3660,2015-08-01,2015-08-31,22.9,17.9,12.5,2.16,218.4,104.8,31,6.1,14.4,23
5562,2015-06-01,2015-06-30,21.2,15.9,10.4,-999,190.7,75.5,30,5.3,-999,42
5562,2015-07-01,2015-07-31,26.6,20.1,13.1,-999,265,25.2,35.1,4.9,-999,8.3
5562,2015-08-01,2015-08-31,26.1,19.4,13.1,-999,240.5,84.8,35.5,6.8,-999,32.3
4036,2015-06-01,2015-06-30,22,15.8,9.7,2.53,-999,31.6,30.5,4.7,18.1,10.9
4036,2015-07-01,2015-07-31,26.3,19.4,13,2.65,-999,91,37,6.6,24,30.5
4036,2015-08-01,2015-08-31,27.1,20.2,13.6,2.19,-999,70.1,34.7,7.4,16,21.7
917,2015-06-01,2015-06-30,24.1,17.7,10.9,-999,-999,55.5,34.4,5.4,-999,16.7
917,2015-07-01,2015-07-31,29,21.5,14.3,-999,-999,28.2,38.4,4.8,-999,7.7
917,2015-08-01,2015-08-31,28.6,20.9,14.3,-999,-999,40.4,39.5,7.6,-999,8.4
4559,2015-06-01,2015-06-30,22.2,16.2,10.2,-999,-999,98.6,31.6,4.2,-999,37.5
4559,2015-07-01,2015-07-31,27.4,20.1,11.8,-999,-999,25.9,36.2,4.7,-999,5.4
4559,2015-08-01,2015-08-31,28.5,20.1,11.8,-999,-999,57.5,36.4,5.7,-999,24.1
410,2015-06-01,2015-06-30,22.7,16.2,8.9,-999,212,48.8,32.6,1.7,-999,15.6
410,2015-07-01,2015-07-31,26,19.2,11.9,-999,241.1,66.8,38,4.3,-999,15.2
410,2015-08-01,2015-08-31,29.8,21,12.4,-999,285.6,38.5,38.9,3.4,-999,11.4
2627,2015-06-01,2015-06-30,22.3,16.1,9.1,-999,199.2,55.6,33.5,3.1,-999,13.6
2627,2015-07-01,2015-07-31,26.6,20.1,12.9,-999,258,117,37.2,5.1,-999,32.3
2627,2015-08-01,2015-08-31,28.5,21.2,13.7,-999,271.4,70.5,37.3,6.5,-999,19.3
5856,2015-06-01,2015-06-30,22.6,17.4,12.4,2.27,233.6,73.3,31.4,7.6,15.9,19.4
5856,2015-07-01,2015-07-31,27.3,21.4,15.3,2.23,302.6,47.6,35,8.4,26.2,8.6
5856,2015-08-01,2015-08-31,28.3,21.7,15.4,2.1,300.7,11.6,35.7,9.2,21.4,4.8
