id,datum_anfang,datum_ende,luft_max,luft,luft_min,windstaerke,sonnenschein,niederschlag,max_max_luft,min_min_luft,max_windspitze,max_niederschlag
91,2015-08-01,2015-08-31,26.4,19.5,13.2,-999,-999,81.3,36,8.6,-999,40.1
125,2015-06-01,2015-06-30,-999,-999,-999,2.5,-999,-999,-999,-999,-999,-999
125,2015-07-01,2015-07-31,-999,19.8,-999,2.48,-999,-999,-999,-999,-999,-999
125,2015-08-01,2015-08-31,-999,18.7,-999,2.13,-999,-999,-999,-999,-999,-999
129,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,54.1,-999,-999,-999,26.5
129,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,60.5,-999,-999,-999,16.3
129,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,55.7,-999,-999,-999,13.3
131,2015-06-01,2015-06-30,21.2,15.4,10.3,-999,207.2,65.7,31.1,6,-999,14
131,2015-07-01,2015-07-31,25.6,19.5,13.9,-999,261.9,73.1,35,7.2,-999,12.9
131,2015-08-01,2015-08-31,27.3,20.9,15,-999,254.5,90.6,37.1,8.9,-999,38
142,2015-06-01,2015-06-30,22.4,17.1,12,-999,-999,91.4,30.8,7.1,-999,22.7
142,2015-07-01,2015-07-31,27.5,21.1,14.4,-999,-999,26,34.6,7.8,-999,10.4
142,2015-08-01,2015-08-31,27.8,20.7,14.1,-999,-999,40.5,35.7,8.3,-999,13.8
150,2015-06-01,2015-06-30,23.6,17.4,10.9,-999,203.2,51.6,32.6,7.1,-999,8.2
150,2015-07-01,2015-07-31,28.8,21.7,14.7,-999,266,15.4,38.3,7,-999,3.4
150,2015-08-01,2015-08-31,27.7,21.1,14.9,-999,240.3,39.1,38.4,9,-999,9.2
151,2015-06-01,2015-06-30,23.1,17,10.9,-999,-999,55.8,32.9,5.4,-999,14.9
151,2015-07-01,2015-07-31,28.1,21.3,13.6,-999,-999,39.1,37,6,-999,18.1
151,2015-08-01,2015-08-31,29.2,21.3,13.7,-999,-999,32.2,38.5,7.5,-999,12.2
154,2015-06-01,2015-06-30,22.5,17.1,11.9,-999,201,89.8,30.3,6.6,-999,18.4
154,2015-07-01,2015-07-31,27.6,20.7,13.6,-999,291.5,54.2,34.4,7.6,-999,9.4
154,2015-08-01,2015-08-31,27.3,19.8,12.7,-999,278.1,74.6,34.4,6.8,-999,28.2
161,2015-06-01,2015-06-30,23.1,17.3,10.8,2,224.7,65.7,33.6,6.2,13.7,19.6
161,2015-07-01,2015-07-31,27.7,21,14.2,2.19,233,31.4,38,6.1,18.9,11.4
161,2015-08-01,2015-08-31,26.9,20.4,14.1,-999,216.6,54.9,36,8.6,14.6,21.4
164,2015-06-01,2015-06-30,21.3,15.6,10,2.4,191.5,37.3,29.9,5.3,15.8,7.4
164,2015-07-01,2015-07-31,24.9,18.9,12.9,2.58,234.3,44.6,35.8,6.3,20.8,15.4
164,2015-08-01,2015-08-31,29,21.1,13.8,2.39,279.5,18.6,36.7,6.1,15.8,5.5
167,2015-06-01,2015-06-30,20,14.7,9,-999,202.4,54.3,28.8,5.5,-999,16.4
167,2015-07-01,2015-07-31,23.5,17.8,11.7,-999,212.7,48.7,34.8,5.7,-999,8.4
167,2015-08-01,2015-08-31,26.2,19.8,14.1,-999,284.9,64.4,35.8,5,-999,33
183,2015-06-01,2015-06-30,16.6,13.7,11,3.73,265,39.3,22.2,9.3,19.8,19.3
183,2015-07-01,2015-07-31,19.7,16.5,13.4,3.9,279.3,57,26.7,10.7,22.5,12.6
183,2015-08-01,2015-08-31,20.6,18,15.6,3.39,295.9,41.1,26.5,10.3,25.2,12.6
191,2015-06-01,2015-06-30,23.2,16.8,9.9,-999,-999,34.4,32.6,4.2,-999,11.5
191,2015-07-01,2015-07-31,28.3,20.9,13,-999,-999,31.3,38.4,5.1,-999,9.8
191,2015-08-01,2015-08-31,28.4,20.8,13.6,-999,-999,64.7,38.8,8.9,-999,16.8
198,2015-06-01,2015-06-30,22.4,16.3,10.8,2.47,193.5,31.7,31,6.2,21.8,10.3
198,2015-07-01,2015-07-31,26.6,20,14,2.68,262.4,91.3,38.9,7.1,24.1,25
198,2015-08-01,2015-08-31,27.8,21,14.8,2.23,250.8,48,35.7,9.4,18.8,14.7
202,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,41.7,-999,-999,-999,11.7
202,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,33,-999,-999,-999,8.1
202,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,41.8,-999,-999,-999,11.6
211,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,34,-999,-999,-999,13.7
211,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,58.2,-999,-999,-999,20.7
211,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,61.5,-999,-999,-999,17.7
217,2015-06-01,2015-06-30,21.5,16.5,11.7,-999,201.5,108.1,28.8,7.2,-999,23.4
217,2015-07-01,2015-07-31,26.5,20.6,14.6,-999,280,42.4,35.4,8.3,-999,9.5
217,2015-08-01,2015-08-31,26.3,19.8,13.6,-999,265.7,78.3,34.7,8.5,-999,31.6
222,2015-06-01,2015-06-30,21.1,15.4,9.6,-999,-999,81.6,32.1,3.5,-999,23.3
222,2015-07-01,2015-07-31,25.9,19.6,13.4,-999,-999,109.1,35.5,6.4,-999,45.5
222,2015-08-01,2015-08-31,27.1,20.5,14.1,-999,-999,95,36,7.4,-999,34.6
232,2015-06-01,2015-06-30,22.2,17,11.2,2.27,216.1,76.2,30.6,5.8,15.2,16.5
232,2015-07-01,2015-07-31,27.4,20.8,13,2.19,293.1,37.2,35.2,5.6,18.9,12.4
232,2015-08-01,2015-08-31,27.5,20.2,12.8,1.94,268.4,44.9,35.6,7.2,16.6,12.2
257,2015-06-01,2015-06-30,23.1,17.4,11.6,-999,-999,94.7,32.7,7.5,-999,22.6
257,2015-07-01,2015-07-31,28.3,21.8,14.7,-999,-999,27.3,36,6.5,-999,8.5
257,2015-08-01,2015-08-31,27.5,20.6,14.1,-999,-999,113.6,37.8,9.1,-999,73.4
259,2015-06-01,2015-06-30,24.4,18.4,12,-999,-999,61.8,33.3,6,-999,17.3
259,2015-07-01,2015-07-31,29.8,22.4,14.4,-999,-999,41.6,37.1,6.1,-999,32.1
259,2015-08-01,2015-08-31,27.7,20.5,13.7,-999,-999,74,38.6,8.3,-999,26.9
282,2015-06-01,2015-06-30,22.9,17.2,11.1,1.97,190.5,62.7,32.7,6.7,18,17
282,2015-07-01,2015-07-31,27.9,20.9,12.7,2.16,271.6,42.1,37.5,4.9,25.1,27.9
282,2015-08-01,2015-08-31,28.5,21,13.1,1.71,247.3,34.6,37.8,7.2,15,13
294,2015-06-01,2015-06-30,21.2,15.8,10.2,-999,-999,38.5,31.7,5.9,-999,16.1
294,2015-07-01,2015-07-31,24.1,18.8,13.9,-999,-999,103.4,36.5,8.7,-999,21.7
294,2015-08-01,2015-08-31,25.9,20,14.4,-999,-999,91.5,34,9,-999,23.9
298,2015-06-01,2015-06-30,18.6,14,7.5,-999,243.2,46.3,28.2,0.7,17.1,14
298,2015-07-01,2015-07-31,21.6,16.6,10.3,-999,258.3,72.8,32.4,4,20.9,13.6
298,2015-08-01,2015-08-31,23.9,18.4,12,2.81,281,46.5,32.2,4.5,17.1,14.3
303,2015-06-01,2015-06-30,22.8,16.5,9.2,2.13,215.1,39.5,32.8,1.6,16.1,11.8
303,2015-07-01,2015-07-31,26.2,19.8,13,2.52,259.1,-999,37.5,5.2,20.5,11.1
303,2015-08-01,2015-08-31,29.4,21.4,13.6,2.06,283.9,31.2,38.3,4.2,16,12.5
314,2015-06-01,2015-06-30,21.5,16.1,10.7,-999,-999,70.3,32.3,5.7,-999,19
314,2015-07-01,2015-07-31,26.9,20.7,14.7,-999,-999,67.6,35.8,9,-999,21.9
314,2015-08-01,2015-08-31,28.8,22.3,15.9,-999,-999,68.3,38.2,8.2,-999,39
320,2015-06-01,2015-06-30,22.2,16.2,10,-999,183.6,60.1,32.8,5.4,-999,14.7
320,2015-07-01,2015-07-31,27,20.1,12.1,-999,265,26.6,36,4.8,-999,6.2
320,2015-08-01,2015-08-31,28.2,20.7,13,-999,239.7,24.3,37.4,5.8,-999,6.8
330,2015-06-01,2015-06-30,21.5,16.2,11.1,-999,-999,57.5,30.4,5.5,-999,19.7
330,2015-07-01,2015-07-31,26.2,20.6,15.2,-999,-999,37.7,35.7,7,-999,7.3
330,2015-08-01,2015-08-31,26.4,20.5,15.3,-999,-999,44.4,36.7,10.1,-999,8.6
342,2015-06-01,2015-06-30,20.1,15.2,9.4,2.3,206.8,26.6,31,3.7,18.5,9
342,2015-07-01,2015-07-31,23.6,18.4,13.1,2.58,207.1,103.9,35.2,6.4,22.1,18.7
342,2015-08-01,2015-08-31,24.4,18.9,13.3,2.03,223.8,184.6,33.2,8.1,14.7,66.3
368,2015-06-01,2015-06-30,-999,15.4,-999,1.47,-999,-999,-999,-999,-999,-999
368,2015-07-01,2015-07-31,-999,18.2,-999,1.71,-999,-999,-999,-999,-999,-999
368,2015-08-01,2015-08-31,-999,19.2,-999,1.29,-999,-999,-999,-999,-999,-999
377,2015-06-01,2015-06-30,23.7,18.7,13.5,-999,216.1,33.1,33.7,8.2,-999,12.3
377,2015-07-01,2015-07-31,28.7,23,17.2,-999,270.8,20.3,37.8,8.8,-999,5.1
377,2015-08-01,2015-08-31,27.9,22.1,16.7,-999,-999,24.1,38.3,11.6,-999,6.5
390,2015-06-01,2015-06-30,18.6,13.5,8.1,-999,-999,50.5,28.2,3.7,-999,11.7
390,2015-07-01,2015-07-31,22,16.8,12.1,-999,-999,102.9,33.5,5.1,-999,18.5
390,2015-08-01,2015-08-31,22.4,17.3,12.2,-999,-999,79.9,30.5,6.5,-999,28
400,2015-06-01,2015-06-30,22.2,16.5,10.4,-999,-999,54.5,31.6,4.1,-999,11.3
400,2015-07-01,2015-07-31,25.3,19.5,13.4,-999,-999,83.6,37.1,6.5,-999,16.9
400,2015-08-01,2015-08-31,29.2,21.7,14.7,-999,-999,34.2,37.4,6.3,-999,12.9
403,2015-06-01,2015-06-30,22.1,16.6,11.2,2.43,219.5,40.4,30.8,5.3,16.3,16.9
403,2015-07-01,2015-07-31,25.4,19.7,14,2.71,250.4,72.2,37.9,7.8,19.8,18.4
403,2015-08-01,2015-08-31,28.9,21.7,15.4,2.45,292.5,26.2,37.5,7.2,15.8,10
410,2015-06-01,2015-06-30,22.7,16.2,8.9,-999,212,48.8,32.6,1.7,-999,15.6
410,2015-07-01,2015-07-31,26,19.2,11.9,-999,241.1,66.8,38,4.3,-999,15.2
410,2015-08-01,2015-08-31,29.8,21,12.4,-999,285.6,38.5,38.9,3.4,-999,11.4
420,2015-06-01,2015-06-30,22,17,12,-999,-999,37.9,31,7,-999,10.3
420,2015-07-01,2015-07-31,25.4,20.1,15,-999,-999,63.2,36.7,9.2,-999,15.7
420,2015-08-01,2015-08-31,29.1,22.5,16.5,-999,-999,28.6,37.3,8.4,-999,9
427,2015-06-01,2015-06-30,22,16.9,11.4,2.83,208.6,38.6,31.3,6,18.3,11.7
427,2015-07-01,2015-07-31,25.5,20,14.2,3.03,242.7,63.3,37,8.2,21.9,11.3
427,2015-08-01,2015-08-31,29,22.2,15.7,2.55,280.5,24.1,37.8,7.1,15.6,12.1
430,2015-06-01,2015-06-30,21.8,17,11.8,2.43,201.8,39.1,31.2,5.4,16.1,12.9
430,2015-07-01,2015-07-31,25.4,20.2,15,2.87,227.4,58.7,37.5,9.2,21.3,18.5
430,2015-08-01,2015-08-31,28.9,22.5,16.3,2.39,278.5,29.6,37.6,8.2,18.7,14.7
433,2015-06-01,2015-06-30,22.3,17.2,12.1,-999,207.3,50.2,31.9,6.8,16.6,20.2
433,2015-07-01,2015-07-31,25.8,20.4,15.1,2.68,236.3,67.1,37.8,8.7,18.8,12.7
433,2015-08-01,2015-08-31,29.4,22.6,16.3,2.35,284.4,26.2,38,7.8,17.8,9.2
445,2015-06-01,2015-06-30,23.2,16.6,10.3,-999,216.9,34.6,30.6,5.5,-999,20.9
445,2015-07-01,2015-07-31,27.1,20.2,13.7,-999,255.5,85.7,38.6,7.5,-999,22.1
445,2015-08-01,2015-08-31,28.7,21.3,14.8,-999,266.5,118.7,36.7,7,-999,28.7
460,2015-06-01,2015-06-30,22.3,17,11.7,2.83,224.3,37.9,31.2,6.8,15.5,15
460,2015-07-01,2015-07-31,27,20.9,15.4,2.74,255.9,24,35.9,8.3,21.7,10
460,2015-08-01,2015-08-31,26.1,20.3,15,2.52,233.7,56,35.9,10.2,22.5,15.9
480,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,40.7,-999,-999,-999,16.3
480,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,97.9,-999,-999,-999,18.4
480,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,83.2,-999,-999,-999,26.3
526,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,44.3,-999,-999,-999,10.8
526,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,88.9,-999,-999,-999,26.3
526,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,32.6,-999,-999,-999,15.5
535,2015-06-01,2015-06-30,20.9,15.3,8.8,-999,213.8,41.2,31,3.7,-999,7.9
535,2015-07-01,2015-07-31,25.9,19.3,12.8,-999,226.5,48.6,35.9,4.1,-999,9.9
535,2015-08-01,2015-08-31,24.8,19,13.4,-999,-999,60.7,36.1,6,-999,20
550,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,56.8,-999,-999,-999,14.3
550,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,69.3,-999,-999,-999,28.8
550,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,63.2,-999,-999,-999,20.4
554,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,33.5,-999,-999,-999,7.4
554,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,55.8,-999,-999,-999,9.1
554,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,170.5,-999,-999,-999,56.3
555,2015-06-01,2015-06-30,21.5,16.1,9.5,-999,204.4,48.9,31.4,4.1,-999,12.6
555,2015-07-01,2015-07-31,24.6,19.1,13.1,-999,198.6,88.6,36,5.1,-999,11.3
555,2015-08-01,2015-08-31,25.3,19.3,13.5,-999,227.8,146.9,34,8.3,-999,32
591,2015-06-01,2015-06-30,21,15.3,9.2,2.23,210.9,31.5,29.4,4.6,16.3,10.6
591,2015-07-01,2015-07-31,24,18.1,12.6,2.39,212.2,82.4,37,8,23.1,12
591,2015-08-01,2015-08-31,25.2,19.3,13.9,2.16,218.2,97.2,33.4,6.5,13.2,27.5
596,2015-06-01,2015-06-30,18.8,14.4,9.7,2.93,236.6,16.6,27.9,4.7,21.2,4.7
596,2015-07-01,2015-07-31,21.9,17.1,12,3.19,237.3,83.3,29.6,7,22.8,25.9
596,2015-08-01,2015-08-31,22.5,18.4,14.6,3,240.5,52.5,32.1,6.4,17,15.5
603,2015-06-01,2015-06-30,21.8,16.6,10.7,2.03,239.5,98.2,32.8,5.4,15,21.4
603,2015-07-01,2015-07-31,25.1,19.8,14.7,-999,220,73.9,35,6.6,22.1,14.8
603,2015-08-01,2015-08-31,25.2,19.7,14.2,1.97,235.5,122.2,33.5,9.7,14.9,27
606,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,122.3,-999,-999,-999,30.4
606,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,45.2,-999,-999,-999,13.2
606,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,47.5,-999,-999,-999,17.3
617,2015-06-01,2015-06-30,21.3,16,9.6,-999,-999,34.2,32.3,4.3,-999,7
617,2015-07-01,2015-07-31,24.8,18.8,13,-999,-999,76,38.2,5.3,-999,13.3
617,2015-08-01,2015-08-31,24.5,18.6,12.8,-999,-999,176.5,32.7,7.2,-999,38.8
645,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,36.9,-999,-999,-999,11.5
656,2015-06-01,2015-06-30,17,12.7,7.9,2.1,139,54.1,25.9,3.1,17.5,14.9
656,2015-07-01,2015-07-31,21,16,11.6,2.23,193.1,182,32.5,5.7,25.8,37.2
656,2015-08-01,2015-08-31,22.7,17.6,12.5,1.9,231.6,75.4,29,7.1,13.9,31.3
662,2015-06-01,2015-06-30,20.7,15.5,9.8,2.4,208.7,32,29.9,5,15.7,9.4
662,2015-07-01,2015-07-31,24.2,18.9,13.7,-999,226.5,101.8,36.8,6.9,27.2,22.3
662,2015-08-01,2015-08-31,26.1,20.1,14.1,-999,244.2,86.8,33.5,7.3,15.7,33.6
691,2015-06-01,2015-06-30,20.7,15.3,8.9,2.67,213.5,23.3,29.4,3.4,18.2,7.5
691,2015-07-01,2015-07-31,23.6,18.4,13.1,2.9,207.4,94.1,36.8,7.9,18.3,16
691,2015-08-01,2015-08-31,24.5,19.1,13.5,2.48,218,115.3,32.4,7.5,15.3,34.2
701,2015-06-01,2015-06-30,18.5,14.8,11.1,3.53,186.2,47.9,28.9,7.4,20.2,11.6
701,2015-07-01,2015-07-31,21.9,18,14.5,3.65,195.2,131.7,34.8,11,27.2,23.7
701,2015-08-01,2015-08-31,23.2,19.1,15.2,2.74,208.4,69.1,30.7,9.8,19.1,31.4
704,2015-06-01,2015-06-30,19.7,14.7,8.8,2.5,200.9,63.8,29.8,4.1,18,17.8
704,2015-07-01,2015-07-31,22.5,17.5,12.1,2.61,193.6,118.1,35.3,6.2,19.5,25.7
704,2015-08-01,2015-08-31,23.8,18.4,13,2.1,207.6,92.6,31.2,5.1,15.8,19
710,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,152,-999,-999,-999,88
710,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,21.3,-999,-999,-999,4.7
710,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,50.5,-999,-999,-999,18.9
722,2015-06-01,2015-06-30,12.3,8.6,5,4.67,154.4,92.5,21.4,1.5,31.5,24
722,2015-07-01,2015-07-31,16.2,12.5,9.1,5.23,193.7,184.7,27.8,1.8,44.1,24.5
722,2015-08-01,2015-08-31,18.2,14.6,11,4.32,241.6,106.9,24.9,5.8,28.7,43.8
755,2015-06-01,2015-06-30,23.1,16.8,10.4,-999,217.3,49.3,31.9,6.7,-999,15.4
755,2015-07-01,2015-07-31,28.1,20.6,12.7,-999,270.8,46.3,37.9,4.9,-999,14.5
755,2015-08-01,2015-08-31,28.1,20.4,13.5,-999,247.4,55.4,38.9,8,-999,21.8
757,2015-06-01,2015-06-30,22.6,17.2,12,-999,196.3,94.4,31.5,6.7,-999,49
757,2015-07-01,2015-07-31,27.8,21.4,15,-999,278.1,48.5,35.8,7.7,-999,32.4
757,2015-08-01,2015-08-31,26.6,20.2,14.6,-999,237.3,35,36.9,8.7,-999,9.1
760,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,94.4,-999,-999,-999,16
760,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,142,-999,-999,-999,34
766,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
766,2015-07-01,2015-07-31,-999,18.6,-999,2.74,-999,-999,-999,-999,-999,-999
766,2015-08-01,2015-08-31,-999,18.4,-999,2.61,-999,-999,-999,-999,-999,-999
769,2015-06-01,2015-06-30,-999,15.9,-999,2.43,180.5,41.8,-999,-999,-999,22.7
769,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.9
769,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,-999,-999,-999,-999,57.4
807,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,52,-999,-999,-999,17.6
807,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,13.9,-999,-999,-999,2.3
807,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,24.4,-999,-999,-999,6
817,2015-06-01,2015-06-30,21.8,15.6,8.9,-999,-999,23.8,31.5,3.1,-999,11.4
817,2015-07-01,2015-07-31,25.5,18.9,12.3,-999,-999,77.2,36.9,4.4,-999,13.2
817,2015-08-01,2015-08-31,25.9,19.1,13,-999,-999,107.1,34.9,7.9,-999,58.7
840,2015-06-01,2015-06-30,16.5,12.2,7.6,2.13,157.6,100.4,27,2.3,16.2,27
840,2015-07-01,2015-07-31,21.2,16.3,11.2,2.16,241.1,116.2,30.7,4.2,18.2,22.3
840,2015-08-01,2015-08-31,22.6,18,12.9,2.06,248.7,61.5,31.2,5.6,15,29.8
848,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,32.3,-999,-999,-999,13.6
848,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,101.7,-999,-999,-999,29
848,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,101.9,-999,-999,-999,32.8
850,2015-06-01,2015-06-30,-999,15.7,-999,-999,-999,-999,-999,-999,-999,14.1
850,2015-07-01,2015-07-31,-999,-999,-999,2.74,-999,105.1,-999,-999,-999,31.6
850,2015-08-01,2015-08-31,-999,-999,-999,2.13,-999,84.2,-999,-999,-999,24.1
851,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,64.8,-999,-999,-999,22.6
851,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,19.7,-999,-999,-999,8.5
851,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,43.6,-999,-999,-999,14.1
853,2015-06-01,2015-06-30,20.4,15.4,10.8,2.7,201.5,72.7,31.1,6.4,19.1,14.8
853,2015-07-01,2015-07-31,25.2,19.7,14.4,2.77,264.7,49,34.5,6.8,21.9,11.4
853,2015-08-01,2015-08-31,26.4,20.9,15.3,2.23,261.8,88.5,36,9.5,18,26.4
856,2015-06-01,2015-06-30,22.1,17.2,12.1,-999,201.7,-999,29.9,7.5,15.6,21.5
856,2015-07-01,2015-07-31,27,21.1,14.8,2.19,292.5,53.1,34.9,9,26,11.9
856,2015-08-01,2015-08-31,26.6,20.3,14,-999,287.8,87.4,33.5,8.1,18.9,35.2
867,2015-06-01,2015-06-30,21.4,16.1,10.4,2.33,185.5,55.8,30,4.3,14.3,12.1
867,2015-07-01,2015-07-31,26.8,20.1,13.4,-999,262.3,-999,37.1,4.5,21,35
867,2015-08-01,2015-08-31,27,20.7,14.5,2.26,251.1,44.6,37.8,8.1,15.8,11
880,2015-06-01,2015-06-30,22.5,16.6,10.4,2,206.7,61.9,34.2,4.3,15,11.7
880,2015-07-01,2015-07-31,26.4,20.5,14.3,2.19,257.5,83.5,36.8,6.6,21.9,20.5
880,2015-08-01,2015-08-31,29.9,22.6,15.1,1.94,279.9,16,38.5,6.8,14.4,5.7
881,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,60.3,-999,-999,-999,20.5
881,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,27.4,-999,-999,-999,18.5
881,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,21.2,-999,-999,-999,7
891,2015-06-01,2015-06-30,17.7,14.5,11.5,3.33,216.2,74.8,24.9,9.3,18.5,39.2
891,2015-07-01,2015-07-31,20.9,17.4,14.1,3.42,208.8,151.8,29.4,10.7,23.7,31.9
891,2015-08-01,2015-08-31,22.7,18.9,15.5,3.03,207.5,113.5,30.4,9.6,17.9,30
896,2015-06-01,2015-06-30,22.9,16.5,9.7,-999,-999,33.5,33.1,4.7,-999,9.8
896,2015-07-01,2015-07-31,27.2,20.2,13.5,-999,-999,105.2,37.8,7.3,-999,36.1
896,2015-08-01,2015-08-31,27.7,20.7,14,-999,-999,42.3,35.4,7.8,-999,16.6
917,2015-06-01,2015-06-30,24.1,17.7,10.9,-999,-999,55.5,34.4,5.4,-999,16.7
917,2015-07-01,2015-07-31,29,21.5,14.3,-999,-999,28.2,38.4,4.8,-999,7.7
917,2015-08-01,2015-08-31,28.6,20.9,14.3,-999,-999,40.4,39.5,7.6,-999,8.4
931,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,97.6,-999,-999,-999,37.7
931,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,28.9,-999,-999,-999,6.3
931,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,75.9,-999,-999,-999,33.4
953,2015-06-01,2015-06-30,20.4,15.5,9.9,2.57,218.8,54.6,30.2,5.8,19.7,15.9
953,2015-07-01,2015-07-31,25.3,19.5,13.8,2.77,234.9,46.5,34.5,6.2,21.6,18.3
953,2015-08-01,2015-08-31,24.2,19.1,14.2,2.48,228.3,114.1,34.9,7.3,18.3,35.3
963,2015-06-01,2015-06-30,20.7,15.4,8.9,2.53,200.9,23.4,30.5,3,17.2,7.1
963,2015-07-01,2015-07-31,23.9,18.5,12.9,2.84,201.3,97.7,37,8.6,21.7,18.9
963,2015-08-01,2015-08-31,24.3,18.9,13.1,2.19,214.4,116.1,32.1,7.1,15.8,25.1
970,2015-06-01,2015-06-30,-999,-999,-999,-999,-999,88.4,-999,-999,-999,43
970,2015-07-01,2015-07-31,-999,-999,-999,-999,-999,34.1,-999,-999,-999,23.2
970,2015-08-01,2015-08-31,-999,-999,-999,-999,-999,37.8,-999,-999,-999,14.1
979,2015-06-01,2015-06-30,22.9,15.7,8.6,-999,201.6,35.8,31.7,3.2,-999,16
979,2015-07-01,2015-07-31,26.7,19.1,12.3,-999,236.7,80.3,38.4,3.2,-999,19.1
979,2015-08-01,2015-08-31,26.5,19,12.7,-999,215.9,57,35.3,7.6,-999,16.7
983,2015-06-01,2015-06-30,22.9,17.2,11.7,-999,219.7,66,31.5,6.7,-999,14.3
983,2015-07-01,2015-07-31,28,20.9,13.4,-999,300.7,79.1,36.2,6.8,-999,55.7
983,2015-08-01,2015-08-31,28,20.3,13.4,-999,264.7,67.3,36.3,7.6,-999,48.7
991,2015-06-01,2015-06-30,20.7,14.9,8.2,-999,-999,48.4,31.9,3.1,-999,17.8
991,2015-07-01,2015-07-31,25.6,19.1,11.7,-999,-999,74.4,34.6,4.7,-999,15.3
991,2015-08-01,2015-08-31,26.9,20.1,12.5,-999,-999,92.4,35.9,5.2,-999,45.1
1001,2015-06-01,2015-06-30,22.1,16.2,9.8,-999,201.8,56.6,32,4.2,14.7,21.9
1001,2015-07-01,2015-07-31,26.5,20.2,13.4,2.42,253.5,93.6,37.3,7,29.2,23.3
1001,2015-08-01,2015-08-31,28.7,21.6,14.4,2,266.3,56.3,38.3,6.7,14.8,32.5
1048,2015-06-01,2015-06-30,21.3,16.3,11.3,2.57,205.3,58.3,32.1,7.2,15.4,14.8
1048,2015-07-01,2015-07-31,26.6,20.7,15.1,3,269.7,62.5,36.4,8.5,22.5,25.6
1048,2015-08-01,2015-08-31,27.9,22,15.8,2.48,274.2,118.4,37.4,9.7,15.9,47.8
1050,2015-06-01,2015-06-30,22.5,16.9,11.1,-999,194.7,78.7,33.3,6.4,-999,14.4
1050,2015-07-01,2015-07-31,27.2,21.3,14.8,-999,242.5,41,36.4,8,-999,9.4
1050,2015-08-01,2015-08-31,29,22.5,15.8,-999,257.4,111.7,38.5,8.9,-999,46
1051,2015-06-01,2015-06-30,22.8,17.1,11.2,-999,-999,62,33.8,5.8,-999,14.5
1051,2015-07-01,2015-07-31,28,21.7,15.5,-999,-999,37.5,37.9,7.7,-999,12.8
1051,2015-08-01,2015-08-31,29.3,22.6,15.7,-999,-999,128.9,38.9,8.7,-999,51.5
1052,2015-06-01,2015-06-30,22.9,16.5,9.7,-999,-999,25.3,31.2,4.4,-999,7.4
1052,2015-07-01,2015-07-31,26.3,19.8,13.7,-999,-999,88.4,38.5,6.7,-999,23.5
1052,2015-08-01,2015-08-31,27.5,20.7,14.4,-999,-999,134.7,34.8,6.2,-999,43.3
1072,2015-06-01,2015-06-30,24.4,18.6,12.3,-999,-999,34.7,34.5,7.7,-999,7.4
